id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes,satisfaction
97612,Male,Loyal Customer,41,Business travel,Business,442,1,1,1,1,2,4,4,3,3,3,3,5,3,3,8,7,satisfied
1649,Male,Loyal Customer,77,Business travel,Business,1621,4,1,1,1,5,3,3,4,4,4,4,3,4,2,0,0,dissatisfied
3430,Female,Loyal Customer,50,Personal Travel,Eco,315,3,4,3,3,4,5,5,5,5,3,5,5,5,4,54,87,dissatisfied
49752,Female,Loyal Customer,38,Business travel,Business,109,1,1,1,1,1,3,3,5,5,5,5,5,5,2,0,0,satisfied
29305,Male,Loyal Customer,41,Personal Travel,Eco,834,5,1,5,1,5,5,5,5,4,4,1,3,1,5,0,0,satisfied
80583,Female,Loyal Customer,13,Personal Travel,Eco,1747,2,2,1,2,2,1,2,2,1,4,1,2,1,2,23,3,dissatisfied
94754,Female,Loyal Customer,38,Business travel,Eco,248,3,3,3,3,3,3,3,3,1,1,4,1,3,3,9,9,dissatisfied
58116,Male,Loyal Customer,43,Personal Travel,Eco,612,3,2,3,4,4,3,4,4,2,5,4,3,4,4,16,2,dissatisfied
50378,Female,disloyal Customer,24,Business travel,Eco,373,4,0,4,4,3,4,1,3,2,1,1,4,5,3,0,0,satisfied
108762,Female,Loyal Customer,50,Business travel,Business,406,4,4,4,4,3,4,4,4,4,4,4,4,4,4,15,0,satisfied
120835,Male,Loyal Customer,59,Business travel,Business,2988,4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0,satisfied
84435,Female,Loyal Customer,46,Business travel,Business,1646,1,1,1,1,5,5,4,3,3,3,3,4,3,5,0,0,satisfied
44088,Female,Loyal Customer,53,Business travel,Business,473,3,3,3,3,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
40867,Male,Loyal Customer,37,Personal Travel,Eco,541,2,4,2,3,2,2,2,2,4,3,4,3,4,2,0,9,dissatisfied
91286,Male,Loyal Customer,40,Business travel,Business,2246,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,15,satisfied
113149,Female,disloyal Customer,21,Business travel,Business,889,3,3,3,4,5,3,4,5,4,4,4,2,3,5,29,20,dissatisfied
60524,Female,Loyal Customer,36,Personal Travel,Eco,862,2,3,2,3,2,2,3,2,2,2,3,1,2,2,65,49,dissatisfied
127914,Female,disloyal Customer,25,Business travel,Business,1671,3,0,3,2,2,3,2,2,3,2,5,4,4,2,61,52,dissatisfied
46764,Female,Loyal Customer,43,Business travel,Eco Plus,73,2,3,3,3,2,3,4,3,3,2,3,2,3,4,0,0,dissatisfied
75977,Male,disloyal Customer,36,Business travel,Eco,297,1,4,1,3,1,4,4,3,2,4,3,4,4,4,447,433,dissatisfied
85795,Female,disloyal Customer,27,Business travel,Eco,266,1,0,1,4,1,1,4,1,2,3,3,2,4,1,1,20,dissatisfied
57049,Female,Loyal Customer,53,Business travel,Business,2133,3,5,3,3,3,5,4,4,4,4,4,5,4,3,2,0,satisfied
39871,Male,Loyal Customer,45,Personal Travel,Eco,221,4,1,4,2,2,4,2,2,2,5,2,2,2,2,0,7,satisfied
5666,Male,disloyal Customer,24,Business travel,Eco,436,5,0,5,2,5,5,5,5,5,4,5,4,5,5,0,0,satisfied
95384,Male,Loyal Customer,50,Personal Travel,Eco,248,4,4,4,2,3,4,3,3,4,4,4,3,4,3,11,0,dissatisfied
93077,Female,Loyal Customer,17,Business travel,Business,860,1,1,1,1,5,5,5,5,3,3,5,5,4,5,37,30,satisfied
127765,Female,Loyal Customer,68,Personal Travel,Eco,255,3,0,3,1,5,5,4,4,4,3,4,4,4,5,40,33,dissatisfied
60256,Male,Loyal Customer,60,Personal Travel,Eco,1546,3,1,3,3,2,3,2,2,2,5,2,1,4,2,2,16,dissatisfied
53311,Female,Loyal Customer,52,Personal Travel,Eco,758,4,2,4,3,2,3,3,3,3,4,3,4,3,3,0,0,dissatisfied
30556,Female,Loyal Customer,49,Business travel,Business,628,5,5,5,5,3,4,4,2,2,2,2,3,2,3,0,15,satisfied
64996,Male,disloyal Customer,24,Business travel,Eco,190,4,0,4,3,2,4,2,2,3,1,2,3,1,2,27,20,dissatisfied
47799,Female,Loyal Customer,51,Business travel,Business,2100,4,4,4,4,5,3,2,2,2,2,2,5,2,2,0,3,satisfied
28085,Male,disloyal Customer,29,Business travel,Eco,1385,2,2,2,3,2,2,1,2,1,2,3,1,4,2,0,0,dissatisfied
7915,Female,disloyal Customer,26,Business travel,Eco,620,4,2,4,2,5,4,5,5,2,4,1,1,2,5,0,0,dissatisfied
18532,Female,Loyal Customer,36,Business travel,Eco,253,5,4,3,4,5,4,5,5,1,2,4,3,5,5,0,0,satisfied
87211,Female,Loyal Customer,56,Personal Travel,Eco,946,4,2,4,4,1,3,4,5,5,4,5,3,5,2,0,0,dissatisfied
40277,Male,Loyal Customer,60,Personal Travel,Eco,387,2,4,2,3,4,2,4,4,3,4,4,3,5,4,0,0,dissatisfied
98386,Female,disloyal Customer,21,Business travel,Eco,1131,1,1,1,3,3,1,4,3,2,2,4,1,4,3,20,8,dissatisfied
74857,Female,Loyal Customer,54,Business travel,Business,1995,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,0,satisfied
66016,Male,Loyal Customer,41,Business travel,Business,1055,2,2,5,2,5,4,5,4,4,5,4,5,4,4,0,0,satisfied
37741,Female,Loyal Customer,32,Personal Travel,Eco,1005,3,4,3,3,2,3,2,2,4,3,5,5,4,2,12,16,dissatisfied
14974,Female,disloyal Customer,32,Business travel,Eco,927,2,2,2,4,1,2,1,1,4,1,3,2,4,1,8,19,dissatisfied
23837,Female,Loyal Customer,43,Business travel,Business,2798,5,5,5,5,2,5,5,5,5,5,5,5,5,2,38,24,satisfied
34428,Female,Loyal Customer,28,Business travel,Business,680,2,2,2,2,5,5,5,5,1,5,5,3,5,5,0,0,satisfied
118860,Male,Loyal Customer,12,Personal Travel,Eco Plus,646,2,2,3,1,5,3,5,5,2,2,1,4,2,5,67,46,dissatisfied
70587,Female,Loyal Customer,40,Business travel,Eco Plus,1258,2,1,1,1,2,2,2,2,1,5,4,2,3,2,0,0,dissatisfied
79644,Male,Loyal Customer,52,Business travel,Eco,360,5,1,1,1,4,5,4,4,4,3,1,5,5,4,0,0,satisfied
126457,Male,Loyal Customer,23,Business travel,Business,1788,5,5,5,5,4,4,4,4,5,3,3,4,4,4,0,0,satisfied
26558,Male,Loyal Customer,47,Business travel,Business,404,5,5,5,5,3,5,5,5,5,5,5,4,5,3,21,19,satisfied
79797,Female,Loyal Customer,47,Business travel,Business,1080,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0,satisfied
121380,Male,Loyal Customer,54,Business travel,Business,779,4,2,2,2,4,4,3,4,4,3,4,1,4,2,27,30,dissatisfied
1248,Female,Loyal Customer,29,Personal Travel,Eco,89,4,4,4,1,2,4,2,2,5,2,4,3,5,2,29,24,dissatisfied
34685,Female,Loyal Customer,38,Business travel,Business,209,0,4,0,4,5,4,4,4,4,4,3,1,4,3,0,0,satisfied
115389,Male,Loyal Customer,43,Business travel,Business,337,3,5,3,5,3,3,4,3,3,3,3,3,3,3,0,0,dissatisfied
13864,Female,Loyal Customer,54,Business travel,Eco,760,4,4,4,4,1,4,2,4,4,4,4,4,4,4,29,38,satisfied
43690,Female,Loyal Customer,54,Business travel,Eco,489,4,1,1,1,2,4,5,4,4,4,4,1,4,1,0,0,satisfied
7931,Female,Loyal Customer,54,Personal Travel,Eco Plus,864,1,4,1,4,5,4,3,5,5,1,5,4,5,3,29,34,dissatisfied
129496,Male,Loyal Customer,7,Personal Travel,Business,1744,2,5,1,2,2,1,2,2,4,2,5,3,5,2,0,0,dissatisfied
60142,Male,Loyal Customer,38,Business travel,Eco,744,2,3,5,5,2,3,2,2,2,1,5,2,1,2,13,21,satisfied
77927,Male,Loyal Customer,21,Personal Travel,Business,332,2,4,2,2,3,2,3,3,5,5,5,5,5,3,5,8,dissatisfied
64933,Male,Loyal Customer,37,Business travel,Business,354,2,5,5,5,4,3,3,2,2,2,2,1,2,4,1,4,dissatisfied
105235,Male,Loyal Customer,33,Personal Travel,Eco,377,3,4,3,1,5,3,5,5,5,5,4,4,4,5,10,0,dissatisfied
116113,Male,Loyal Customer,12,Personal Travel,Eco,362,5,5,2,3,4,2,4,4,5,2,4,3,4,4,0,0,satisfied
94222,Female,Loyal Customer,46,Business travel,Business,2894,3,3,3,3,4,4,5,4,4,4,4,5,4,5,36,31,satisfied
2782,Male,Loyal Customer,49,Business travel,Business,764,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,10,satisfied
65988,Male,Loyal Customer,58,Business travel,Eco Plus,1372,1,0,0,2,4,1,2,4,1,1,2,2,3,4,0,0,dissatisfied
78410,Female,Loyal Customer,20,Business travel,Business,3391,3,1,1,1,3,3,3,3,4,1,4,1,4,3,2,7,dissatisfied
89994,Male,Loyal Customer,40,Business travel,Business,957,4,4,4,4,5,4,4,4,4,4,4,5,4,5,0,0,satisfied
94533,Male,Loyal Customer,59,Business travel,Business,239,5,5,5,5,3,4,5,5,5,5,5,4,5,3,4,7,satisfied
91297,Male,Loyal Customer,57,Business travel,Business,271,5,5,5,5,3,4,4,5,5,5,5,4,5,3,6,3,satisfied
101895,Male,Loyal Customer,40,Business travel,Business,1984,3,3,3,3,3,4,5,5,5,5,5,4,5,4,12,0,satisfied
83452,Male,Loyal Customer,59,Business travel,Business,946,3,3,3,3,5,5,4,4,4,4,4,4,4,4,12,7,satisfied
73651,Male,Loyal Customer,31,Business travel,Business,2084,2,1,5,5,3,3,2,3,3,1,4,1,4,3,0,0,dissatisfied
69661,Male,Loyal Customer,32,Business travel,Business,2916,2,2,2,2,5,5,5,3,4,5,4,5,3,5,1305,1280,satisfied
51866,Female,Loyal Customer,50,Personal Travel,Eco,552,2,4,2,2,4,4,4,3,3,2,3,4,3,5,1,0,dissatisfied
110398,Male,disloyal Customer,19,Business travel,Eco,883,2,2,2,1,1,2,3,1,5,5,4,3,4,1,0,0,dissatisfied
94809,Female,disloyal Customer,23,Business travel,Eco,189,4,4,4,3,3,4,3,3,2,3,4,2,4,3,14,17,dissatisfied
63154,Female,Loyal Customer,48,Business travel,Business,2938,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0,satisfied
77002,Female,Loyal Customer,55,Business travel,Business,3608,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0,satisfied
127426,Male,Loyal Customer,21,Personal Travel,Eco,868,1,3,1,3,1,1,1,1,5,4,2,2,4,1,0,0,dissatisfied
127973,Male,Loyal Customer,48,Business travel,Business,1569,2,2,2,2,2,4,5,4,4,5,4,5,4,4,0,0,satisfied
47723,Male,Loyal Customer,46,Business travel,Business,2144,2,2,1,2,4,4,4,4,4,4,4,5,4,3,1,0,satisfied
109480,Male,Loyal Customer,46,Business travel,Business,3792,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,0,satisfied
110145,Female,Loyal Customer,29,Business travel,Business,2264,1,1,1,1,3,3,3,3,3,5,5,3,4,3,0,0,satisfied
94613,Female,Loyal Customer,39,Business travel,Business,3327,1,1,1,1,4,4,5,4,4,4,4,3,4,4,75,69,satisfied
104877,Female,Loyal Customer,14,Personal Travel,Eco,327,1,1,1,2,1,1,1,1,5,5,5,3,4,1,28,29,dissatisfied
82157,Male,disloyal Customer,30,Business travel,Eco,311,2,1,2,3,2,2,2,2,4,1,2,1,2,2,0,0,dissatisfied
7950,Female,Loyal Customer,40,Business travel,Business,3557,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,0,satisfied
113269,Male,Loyal Customer,59,Business travel,Business,397,4,4,3,4,4,5,5,4,4,4,4,3,4,4,6,10,satisfied
44337,Male,Loyal Customer,39,Business travel,Eco,230,1,4,4,4,1,1,1,1,1,2,2,4,3,1,0,0,dissatisfied
24677,Female,Loyal Customer,24,Business travel,Business,3010,5,5,2,5,4,4,4,4,1,5,4,2,2,4,0,4,satisfied
88525,Female,Loyal Customer,31,Personal Travel,Eco,404,2,5,2,4,5,2,5,5,4,5,5,4,5,5,10,1,dissatisfied
80068,Female,Loyal Customer,24,Business travel,Business,2298,1,1,1,1,4,4,4,4,3,3,5,4,5,4,23,0,satisfied
21463,Male,Loyal Customer,59,Business travel,Business,3473,1,1,1,1,1,2,4,4,4,5,4,5,4,3,0,0,satisfied
19611,Male,Loyal Customer,43,Business travel,Eco,416,2,4,4,4,2,2,2,2,2,4,3,4,2,2,21,24,dissatisfied
8396,Male,Loyal Customer,36,Business travel,Business,488,2,5,5,5,5,3,3,2,2,2,2,4,2,3,73,62,dissatisfied
57806,Male,disloyal Customer,38,Business travel,Eco,835,2,2,2,4,1,2,5,1,4,3,4,1,3,1,10,8,dissatisfied
89633,Male,Loyal Customer,57,Business travel,Business,1966,1,1,1,1,2,5,5,5,5,5,5,4,5,5,71,47,satisfied
117158,Male,Loyal Customer,61,Personal Travel,Eco,646,4,3,4,3,3,4,3,3,1,4,4,4,3,3,11,3,dissatisfied
51179,Female,Loyal Customer,38,Business travel,Eco Plus,86,5,2,3,2,5,5,5,5,3,5,3,2,2,5,2,0,satisfied
121592,Male,Loyal Customer,25,Personal Travel,Eco,912,0,3,1,2,3,1,2,3,3,1,2,5,1,3,0,0,satisfied
26846,Male,Loyal Customer,54,Business travel,Business,224,5,5,5,5,3,3,3,4,4,4,4,2,4,3,0,0,satisfied
78645,Male,Loyal Customer,7,Business travel,Eco,2172,4,5,5,5,4,4,1,4,3,1,2,1,3,4,27,7,dissatisfied
49578,Male,Loyal Customer,55,Business travel,Business,278,4,4,4,4,4,4,4,5,5,5,5,3,5,4,0,16,satisfied
114752,Male,Loyal Customer,55,Business travel,Business,296,3,4,3,3,5,5,4,4,4,4,4,4,4,5,27,19,satisfied
97661,Female,Loyal Customer,25,Business travel,Business,3939,1,1,3,1,5,4,5,5,5,4,5,4,4,5,22,11,satisfied
17003,Male,Loyal Customer,68,Personal Travel,Eco,952,1,3,1,4,3,1,4,3,5,1,5,1,2,3,0,7,dissatisfied
96000,Male,Loyal Customer,57,Business travel,Business,3868,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0,satisfied
81671,Male,disloyal Customer,27,Business travel,Business,907,4,3,3,3,5,3,5,5,5,4,5,5,4,5,2,0,dissatisfied
16733,Male,Loyal Customer,69,Business travel,Business,767,2,2,2,2,3,2,4,4,4,4,4,4,4,4,0,0,satisfied
96859,Male,Loyal Customer,31,Business travel,Eco,781,1,5,5,5,1,1,1,1,1,4,4,3,3,1,50,42,dissatisfied
15522,Female,Loyal Customer,54,Business travel,Eco Plus,306,5,3,3,3,5,1,1,4,4,5,4,2,4,5,9,4,satisfied
15707,Male,Loyal Customer,28,Business travel,Business,3066,5,5,5,5,2,2,2,2,5,3,4,4,3,2,29,0,satisfied
26169,Male,disloyal Customer,27,Business travel,Eco,581,2,2,2,2,4,2,4,4,4,5,3,4,2,4,12,0,dissatisfied
117399,Female,Loyal Customer,59,Personal Travel,Eco,544,0,5,0,3,4,4,2,1,1,0,1,2,1,2,0,16,satisfied
121112,Male,Loyal Customer,47,Business travel,Business,2521,3,3,3,3,4,4,4,4,2,4,4,4,3,4,0,14,satisfied
86708,Female,Loyal Customer,45,Business travel,Business,1747,2,5,4,5,1,3,4,2,2,2,2,2,2,2,0,0,dissatisfied
90862,Female,disloyal Customer,29,Business travel,Eco,545,3,1,3,4,3,3,3,3,3,3,3,1,4,3,20,20,dissatisfied
56038,Female,Loyal Customer,29,Business travel,Eco,2586,2,4,4,4,2,2,2,1,2,4,4,2,1,2,71,47,dissatisfied
1795,Male,Loyal Customer,60,Business travel,Business,1613,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0,satisfied
113760,Male,Loyal Customer,8,Personal Travel,Eco,391,2,2,2,4,4,2,4,4,3,4,3,4,4,4,17,13,dissatisfied
68915,Male,Loyal Customer,47,Personal Travel,Eco,936,4,4,5,1,5,5,5,5,1,1,3,3,2,5,0,2,dissatisfied
97465,Female,Loyal Customer,50,Business travel,Business,2574,2,2,1,2,4,4,5,3,3,4,3,3,3,4,83,80,satisfied
3824,Female,Loyal Customer,77,Business travel,Business,2108,3,1,2,1,5,2,3,3,3,2,3,4,3,4,0,0,dissatisfied
11908,Female,Loyal Customer,49,Business travel,Business,1701,3,3,3,3,2,5,4,5,5,5,5,5,5,5,0,0,satisfied
105842,Female,Loyal Customer,53,Business travel,Business,2168,5,5,5,5,5,4,4,4,4,4,4,5,4,3,46,17,satisfied
101058,Male,Loyal Customer,38,Business travel,Business,3736,3,3,4,4,1,2,3,3,3,3,3,1,3,4,19,6,dissatisfied
52938,Female,Loyal Customer,27,Business travel,Eco Plus,679,4,4,4,4,4,4,4,4,1,3,4,4,2,4,0,0,satisfied
19954,Male,Loyal Customer,42,Personal Travel,Eco,315,3,1,3,2,2,3,1,2,2,3,2,3,2,2,1,0,dissatisfied
119198,Male,Loyal Customer,37,Business travel,Business,1628,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
35083,Female,Loyal Customer,41,Business travel,Eco,1011,4,4,3,4,4,4,4,4,3,2,4,5,2,4,0,0,satisfied
27117,Female,Loyal Customer,38,Business travel,Business,2677,1,1,1,1,5,5,5,2,5,4,1,5,3,5,6,8,satisfied
23412,Female,Loyal Customer,53,Business travel,Eco,495,5,2,2,2,3,5,5,5,5,5,5,2,5,2,46,34,satisfied
35199,Female,Loyal Customer,27,Business travel,Business,1988,3,3,3,3,5,5,5,5,3,1,3,2,1,5,2,11,satisfied
74002,Female,Loyal Customer,21,Personal Travel,Eco,1972,1,2,1,3,1,1,1,1,3,3,4,3,3,1,0,0,dissatisfied
80664,Female,disloyal Customer,28,Business travel,Eco,821,2,1,1,4,1,1,1,1,3,1,3,3,3,1,0,4,dissatisfied
105665,Male,Loyal Customer,45,Business travel,Business,1964,3,3,3,3,5,5,5,4,4,4,4,3,4,4,43,38,satisfied
78730,Male,disloyal Customer,37,Business travel,Business,554,4,4,4,2,1,4,1,1,5,4,5,4,5,1,0,0,dissatisfied
9493,Female,disloyal Customer,64,Business travel,Eco,224,1,0,0,4,4,0,4,4,3,5,3,3,4,4,16,9,dissatisfied
31012,Male,disloyal Customer,23,Business travel,Eco,391,2,1,3,2,2,3,2,2,1,4,3,3,2,2,107,117,dissatisfied
18197,Female,Loyal Customer,32,Business travel,Eco,224,5,2,2,2,5,5,5,5,2,3,1,1,4,5,0,0,satisfied
61346,Male,Loyal Customer,28,Business travel,Business,3785,3,3,3,3,2,2,2,2,5,4,4,3,5,2,8,0,satisfied
42800,Male,Loyal Customer,36,Business travel,Business,3024,4,4,4,4,5,4,2,3,3,4,3,1,3,1,6,0,satisfied
57618,Female,Loyal Customer,43,Business travel,Business,3351,5,2,5,5,5,5,5,4,4,4,4,4,4,5,0,0,satisfied
53282,Male,Loyal Customer,34,Business travel,Business,901,3,3,3,3,4,2,4,4,4,4,4,2,4,1,0,0,satisfied
115578,Female,disloyal Customer,16,Business travel,Eco,325,5,4,5,3,5,5,5,5,3,5,5,3,4,5,10,0,satisfied
115438,Female,Loyal Customer,48,Business travel,Eco,373,2,2,2,2,5,3,4,2,2,2,2,2,2,1,13,1,dissatisfied
101251,Female,Loyal Customer,50,Personal Travel,Eco Plus,1587,2,3,2,3,2,4,4,2,2,2,5,1,2,2,0,0,dissatisfied
13475,Male,Loyal Customer,38,Business travel,Eco Plus,409,2,3,3,3,2,2,2,2,1,2,4,2,4,2,0,9,dissatisfied
40749,Male,Loyal Customer,42,Business travel,Business,3453,3,3,3,3,2,1,5,5,5,5,5,1,5,4,0,0,satisfied
63502,Female,disloyal Customer,27,Business travel,Business,797,4,5,5,3,2,5,1,2,5,5,5,3,5,2,4,0,satisfied
11885,Female,Loyal Customer,48,Business travel,Business,2271,3,3,3,3,2,5,5,4,4,4,4,4,4,5,0,0,satisfied
5963,Female,disloyal Customer,25,Business travel,Business,672,4,3,4,4,5,4,5,5,4,2,4,1,4,5,0,0,dissatisfied
62154,Male,disloyal Customer,25,Business travel,Eco,1283,5,5,5,4,2,5,2,2,5,4,3,5,5,2,0,0,satisfied
102580,Male,Loyal Customer,30,Business travel,Eco Plus,236,2,1,4,1,2,2,2,2,1,3,4,4,4,2,19,12,dissatisfied
72342,Male,disloyal Customer,45,Business travel,Business,1119,1,1,1,1,1,1,1,1,1,5,2,1,1,1,0,0,dissatisfied
113141,Male,disloyal Customer,24,Business travel,Business,677,4,0,4,3,3,4,3,3,5,3,4,3,5,3,37,30,satisfied
124672,Female,disloyal Customer,34,Business travel,Business,399,3,3,3,5,2,3,2,2,4,5,4,5,4,2,23,32,dissatisfied
97608,Male,Loyal Customer,17,Business travel,Eco,442,2,4,4,4,2,2,3,2,4,2,3,3,3,2,6,0,dissatisfied
91139,Female,Loyal Customer,37,Personal Travel,Eco,581,4,5,4,2,2,4,3,2,5,4,5,4,4,2,3,0,dissatisfied
98622,Female,disloyal Customer,14,Business travel,Eco,966,1,1,1,4,2,1,3,2,4,4,4,3,4,2,0,6,dissatisfied
70381,Male,Loyal Customer,39,Business travel,Business,1162,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,0,satisfied
89223,Female,Loyal Customer,19,Personal Travel,Eco,2116,2,3,2,3,4,2,4,4,1,5,2,3,5,4,0,0,dissatisfied
56390,Male,Loyal Customer,7,Personal Travel,Eco,1167,2,1,2,3,4,2,4,4,1,2,3,3,2,4,0,0,dissatisfied
23811,Female,Loyal Customer,19,Personal Travel,Eco,374,4,5,4,4,4,4,4,4,3,3,5,3,4,4,41,56,dissatisfied
21655,Female,disloyal Customer,26,Business travel,Business,746,2,2,2,4,1,2,1,1,3,5,5,3,4,1,0,0,dissatisfied
79810,Female,disloyal Customer,16,Business travel,Eco,1076,4,4,4,3,1,4,1,1,5,2,4,4,4,1,0,22,dissatisfied
4375,Female,Loyal Customer,30,Business travel,Eco,618,4,1,1,1,4,3,4,4,1,5,3,2,4,4,12,37,dissatisfied
50592,Male,Loyal Customer,16,Personal Travel,Eco,266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0,0,dissatisfied
67491,Female,Loyal Customer,45,Business travel,Business,592,5,5,5,5,2,4,5,5,5,5,5,4,5,3,56,50,satisfied
115676,Female,Loyal Customer,53,Business travel,Business,373,1,1,1,1,3,4,4,4,4,4,4,3,4,5,5,4,satisfied
50111,Male,Loyal Customer,59,Business travel,Eco,86,2,1,3,1,2,2,2,2,3,2,3,4,3,2,0,0,dissatisfied
14912,Male,Loyal Customer,12,Personal Travel,Eco,315,4,3,4,3,2,4,2,2,3,4,2,1,3,2,0,0,dissatisfied
78820,Female,Loyal Customer,21,Personal Travel,Eco,528,3,3,3,4,4,3,4,4,3,1,3,3,4,4,0,0,dissatisfied
23287,Female,Loyal Customer,29,Business travel,Business,862,2,2,2,2,5,5,5,5,4,3,3,5,3,5,14,2,satisfied
45340,Female,Loyal Customer,22,Business travel,Business,3761,1,1,1,1,4,4,4,4,1,1,2,2,4,4,0,0,satisfied
127317,Male,Loyal Customer,31,Personal Travel,Eco,1979,1,2,1,3,4,1,4,4,3,3,4,4,3,4,39,14,dissatisfied
123434,Male,Loyal Customer,11,Personal Travel,Business,2296,3,4,3,4,3,3,3,2,5,2,3,3,3,3,0,8,dissatisfied
113732,Male,Loyal Customer,58,Personal Travel,Eco,226,2,5,2,3,4,2,4,4,5,4,4,3,4,4,0,0,dissatisfied
21272,Male,Loyal Customer,51,Business travel,Eco,692,4,2,2,2,4,4,4,4,1,2,3,1,5,4,7,1,satisfied
104974,Male,Loyal Customer,63,Business travel,Business,337,2,4,4,4,2,2,2,2,2,2,2,2,2,4,0,5,dissatisfied
73647,Male,disloyal Customer,22,Business travel,Eco,204,2,0,2,1,1,2,1,1,3,3,4,3,5,1,0,0,dissatisfied
76151,Female,Loyal Customer,44,Business travel,Business,1735,1,1,3,1,4,5,4,5,5,5,5,4,5,5,0,0,satisfied
128791,Male,Loyal Customer,60,Business travel,Business,2586,3,3,5,3,5,5,5,5,2,5,4,5,3,5,60,69,satisfied
104244,Male,disloyal Customer,23,Business travel,Eco,1276,2,2,2,2,1,2,1,1,4,3,5,5,5,1,3,0,dissatisfied
36278,Male,Loyal Customer,49,Personal Travel,Eco,612,3,5,3,4,5,3,5,5,3,4,5,5,5,5,0,0,dissatisfied
20350,Female,Loyal Customer,30,Business travel,Business,3073,4,4,3,4,4,4,4,4,2,4,4,1,3,4,3,6,dissatisfied
29189,Male,Loyal Customer,26,Personal Travel,Eco Plus,605,4,4,4,3,2,4,1,2,5,3,5,3,5,2,0,14,dissatisfied
52405,Male,Loyal Customer,67,Personal Travel,Eco,237,2,4,0,5,2,0,3,2,5,3,5,3,5,2,1,0,dissatisfied
75624,Female,Loyal Customer,57,Business travel,Business,3216,1,1,1,1,5,4,4,4,4,5,4,4,4,4,35,45,satisfied
93040,Male,Loyal Customer,59,Business travel,Business,436,3,1,2,1,2,4,3,3,3,3,3,2,3,2,9,6,dissatisfied
63188,Male,Loyal Customer,30,Business travel,Business,337,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
51495,Male,Loyal Customer,18,Personal Travel,Business,455,3,4,3,3,3,3,3,3,5,3,4,4,4,3,0,0,dissatisfied
50629,Female,Loyal Customer,38,Personal Travel,Eco,110,2,3,2,3,3,2,3,3,2,1,3,4,4,3,0,4,dissatisfied
100830,Male,Loyal Customer,35,Business travel,Business,711,1,1,1,1,4,5,5,5,5,5,5,4,5,5,0,4,satisfied
55271,Female,Loyal Customer,47,Business travel,Business,2007,5,5,5,5,4,5,4,5,5,5,5,3,5,3,10,10,satisfied
23226,Female,Loyal Customer,47,Business travel,Eco,476,4,4,5,4,3,2,5,4,4,4,4,3,4,4,0,0,satisfied
117104,Male,Loyal Customer,21,Business travel,Eco,647,5,2,2,2,5,5,3,5,4,5,4,4,2,5,0,0,satisfied
22397,Female,Loyal Customer,36,Business travel,Eco,143,1,3,3,3,1,1,1,1,2,3,4,3,4,1,0,0,dissatisfied
31353,Male,Loyal Customer,38,Business travel,Eco,692,5,5,5,5,5,5,5,5,3,2,1,2,5,5,0,0,satisfied
32287,Male,Loyal Customer,51,Business travel,Business,101,0,3,1,3,5,2,4,3,3,3,3,4,3,5,0,5,satisfied
119724,Male,Loyal Customer,44,Business travel,Business,1303,4,4,1,4,5,4,3,4,4,3,4,4,4,3,0,2,dissatisfied
103393,Female,Loyal Customer,63,Business travel,Business,237,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,1,satisfied
91552,Female,Loyal Customer,31,Personal Travel,Eco,680,2,3,2,4,5,2,5,5,3,3,3,3,4,5,0,0,dissatisfied
117369,Male,Loyal Customer,14,Personal Travel,Eco,296,2,2,2,3,3,2,3,3,1,2,3,4,3,3,6,6,dissatisfied
34345,Female,Loyal Customer,26,Business travel,Business,2105,2,3,3,3,2,2,2,2,3,1,3,1,3,2,1,36,dissatisfied
113143,Male,Loyal Customer,39,Business travel,Business,2964,3,3,3,3,3,4,4,5,5,5,5,4,5,4,26,27,satisfied
23501,Male,Loyal Customer,54,Business travel,Eco,349,4,1,1,1,3,4,3,3,1,4,5,3,2,3,0,0,satisfied
2899,Male,Loyal Customer,40,Personal Travel,Eco,491,2,3,2,3,5,2,5,5,1,3,3,2,3,5,36,30,dissatisfied
8980,Female,Loyal Customer,43,Business travel,Eco,399,2,3,3,3,4,3,3,2,2,2,2,3,2,2,0,0,dissatisfied
